NU_INSCRICAO,IN_TREINEIRO
2dace9cc77f20e364eff71b154744e24b519c39f,0
84a4ee6b737e27b958d706cb9ec8d545ab223c85,0
9091e2edfb288c92a1737683f70933f52ed3549a,0
6bdeb9b824e3689654504eb232a8fb6261783209,0
796db0a38f7e677decfbe8a4d4a2f17bdc46c665,0
4d28b672735ca98e809540424f7f956d5fa5590e,0
d47119c5be1a895b0ce8b1d838dd4e0b47b0fdb7,0
9543680e91e28ef3c4df6ec1620b7742376152f0,1
273caa40e2c07c8ae93e30bf9445bba61915ca48,0
3fa50c070affe61ffff459b258bc226aecf953ad,0
788fe8a67a2becfc95c0c4dd34be3da4505e1253,0
ed1c847a5435019bc35aeb671ff8e17365a1401d,0
3537fe14283ebb9f4a49b915756092819c771d56,0
9d74aba6888a390729d1c24bedd3f2ec167fe01e,0
f257bb0c391baaeb4b5c5ddd790dbfa007c1fe22,0
9ae11b82325bf4eb6d16ff2a09e8fda5fd06f4fc,0
19dde61b32179704f228d68fdc2ed909ea0d7047,0
312f9bcbbdbbc8efb5b9dff7ecc95411d65187a4,0
b18a6ebc958fb974ac1531f4154a0a086a29e45b,0
bc12a8dad98b000c710425bef27975570227d892,0
c4e15f88222b5ec9ba90f6ec8bd6dc96d19ec6d8,1
a3ab3b838e9e850d28a9b3838b2c92e17cffc821,1
51a4d11a327411d5e05b1ca900957f92122e4b3e,0
0fbad622b1ad1298c4b31c48a131f88e0c0a6fc9,0
df990b86b5c208beecd6db11231fa4ca7693134f,0
61b0499da1380439c9536f637d1bf7b1b02bb782,0
030376252b43dcb3547baf2262c668f24c112bc8,1
a3bfae1720a7f4df265f4549e3a37b3b57f8c220,0
94e08399b904caa77a7273f09714d31c227c8244,0
94df491f93326b92254e8c37aa6b70592af0cadf,0
6b7a6aae4b73d0aaffccb697e6c84cd0bf2ee435,0
acad0cafd039a3a23a15af1d1461b208ee3f551d,0
89bc0bbfb71f2791a3fe05d9e86ab3dccc848798,0
86fb327173165df45c7d448a1f878af43b567d9c,0
1a2113ea1837ee3012d2b4bc45ed742308838324,0
c0f3b189c27ebeeeb54d0f4c0bc665ebdcc9b1d5,0
8bbb5522b35c38686d82700bf8b6303a1f33457a,1
41f07e0e37bd556c73cbf4531179921357f47aa7,0
3644afae1d8b7fe89a7496df1a14a6e652a2da27,0
617d3171c6d5e446bdc222bb0487a22477c4ab06,1
9045b3c41c9feb846dde262332c516eb72fe60f4,0
b8662db73cb0b01023b0ed1922fa1a968302259a,0
9b8f363cecbeda72b7dd1189c834e48202741aed,1
4d07a29e9fa55240d1fdf01857aafc02676c80b1,0
cf2519a79cab18871e3e8b8ce5f07bba9246df03,0
b043e5c303df874fdabf99401b202a18d69cdde6,0
e45e154442a1dfa3a3369a999d5d4e7edc3c56dc,0
57675430692183424fe2fd2036746aaca881c7f5,0
3439ef85e8a7119f8827a4ad025255f020f0bda5,0
ae6a09319a2f0572da10a4db17b8b0dc3fdf1624,0
a0a27ee23ae3c6de661b2ff633634a561784a708,0
a423a600cf03691a46bee34f4fa0bb40d71f5e84,0
d255872cca2bc87cf0961246d32d4397d0ca4c16,0
8480bc4da5e6d437f6d4ff58c0b37abf8bd1485f,0
d6a8effa428cf9da24707ac52a7ca2ee50bc3e06,0
92b05490abb1b7e7f62b2f6130b0d595c6d7832a,0
c8c637fbde00814fe67ce2374db530e0e52d88d3,0
ef4e9a4fb538a02074c39a3c18b5f40b342bd7e0,0
f1c60061d88e762ead02a78b1803706d6a616a58,0
87a20a3f722a80393288989f4a50b4acc8117061,0
a4e32eee2c796fe69f96a1e0e100b33eee778898,0
2d445b8ea87d98d1f753139e511cd6327ffabaf6,0
fa01f388a73aaaaf0c4b353b1d11aaa445ac105d,0
62a50034578e568f71188d4d5317001595f3cc75,0
4208145b3e7a95c758b8f319046ad36484ff93ba,0
bd81a3e31480e4a150ae8466506905d20ff42555,0
0d2c3c8bbde084711dcf1fbbe7c13aa45a15a054,0
e7943ba4fcbf0ba91da4db0323d7bb1274275431,0
40b28beb2cd0fc6da2974bd2c5e289260652bc92,0
d464ffcf6308853d11c9032d2757b050526fa167,0
fc88aaae2444497fb91377c6ed516bffdd4f1c43,0
b3b8afedec8a34528511f537c91bdc33157a1ce8,0
2950c883d534273d28687ae261071bf5219d43e3,0
65acf95e4162dbb24b04d0abf10f18426a09a699,1
f3da003f8122ec686db5dad2d2312656b65b29de,1
54f59dfc56b90a7925bb2478e67d3f7a9be21c1d,0
eaa37494a1dfdaeace69e1200145a5f79193c133,0
ea8a939c55381ad585a38a4cc4a08f3835ed0665,0
fe39948b52907f7f01a8fc6eb68c9cd32e17b812,1
286676572145cdebf0493d1d85afef97e60d58ba,0
76ce6dc7ae0b0491f576aa2b021396bd98ea4f18,0
aa18540681032a401ff8c4b14925b89b309c4917,0
066efaf4a0e3fff567e30f94df40aed0f751fcdf,0
ec05e579cdfebfc8d25853ff1e462e00e5bbc557,0
416aa1b4fabe7aa0279929512b64cb11525ab186,0
41f6f92b859975748afac82fc466d1a550e7d3da,0
3471e4c7b975099edbee9e60d5d256ec088b816a,1
d4692fea3564c4fba95d2e44a112f42906088cf5,0
c05fc90506b6678357a7ed95c3868d6d79df12ad,0
eda5235b3b312f727f5da2ff99e106066e370bd5,0
feec9751cd845696b22ed9432a3f9889cbef126c,0
7887a04dbccda2157287dfa0611e7429641239df,0
84ed3d49bdc4f690655f230078d089f6f3c81f9d,0
961c0c85e3eca4ecf7195eaaa0f6e9b67b320f3e,0
63ca1b69547da51cf74a2e1012175208c51df54b,0
0a17aa84060d979eb58d1b70ec2467aef9b96f83,0
1e0c1306feb9d98c1dd259e90686071ee9935fba,0
027e9843b4a8b7e6001bd5584ae93c5149367a38,0
6ed9bd4acb15fb6b9369e20f12173ee8b9bf1799,0
6dd865d6778b6c0c2ffc0e0335d625664f43bc4b,0
52335833a6aebbe0073b373790ea5014ee11732c,0
cb12fa35fa84aeafdb5408d332225b1f50a0fa26,0
c50633074a2d24a6a59955d31577f101202f8fe5,0
018b088f9f935ca826fc23c724fddd470b45efab,1
b80791c3a7dc636186a23584a92278be48362e65,1
2eb83fce2aa285bddf4339118d2aef735b55be7d,0
db121b74b7d10b317411d618a74b1d231be772dc,0
c88625034b3ffbb35eafc12cae8525e27413f5dc,0
5b98e7226015a2910a520a25b91fdb78242cda93,0
f8fc2a65e10d762960a107685b79ce48358f15d1,0
3c97761d1d1e3452432b697c4f122347fbe65fe5,0
040304fd5caabd03af9dde54e60a554d277e1e7c,0
d4fea360366877262858137c34ab2f65f8428f9f,0
346434b45f5b309f92595d6e856d7b6af6a7c9b0,0
a8b6df6b878ca1ab4cfc89c008afa8d2a3366c66,0
e518391db6c700952261a72d41f162423cffccbf,0
475e761dcf5cfa9f79e617139ff85029583f017d,1
1745ab476b39149816c8c0cb2a8465d48e229e39,0
57ca363021a962d524f5e992b1512e7b662b8fbc,0
33efbdbc00809db1826f68ed6cdaaa8a43cbf99a,0
96d7888961e51a602dbe90f21a7b31ac2ca1546e,0
1ddafa4df841217f7144a224dead8cc2babcaf19,0
a5ca6816486b24bb4bf01a5cda3be07e7075768d,0
7d530fa66e4201dea7a5d1a0e6a946fce1602a5e,0
92ec62e048f852706eeeb7b4cc23840fc5f38fdb,0
1ca5f8061279aa08686f01a831f5307866fbf223,1
133cc7c7fa25311404535bf6967078a065df94ef,1
ce974d0779223f90ba4f08dc2ceb646bb94b6c9f,1
51f7183c8892e2fd902f9f80344ab2185d1460a5,0
538087965cf0f0d278235197351ca71f71fd4a0c,0
9711f97402e71f24bb080ee6d51fad5f975ce6ff,1
9a0bcb5695d0af45b2299d5f39f55b3e249e5f36,1
85ff0e10dc59f22571dc461897dd6ad6b88df1b0,0
b04908982873051b2b8b28513670d776a55eab41,0
906d6aa3fde21cde874f304f1239a37541f2fc57,0
e95276c2acfac8ad7d984a7f2696d50ac5e3f971,0
ba913d44c663f8ba1a9f47d6498f015fd2370001,0
b45cbeaa89c8e816c7bacef97753d29afed6b4c0,0
fd8014091e9e6ed6b92d5b85a9341b4595aed867,1
fb8d37e7e9111dd2943e81044366b56b74a20c96,0
d7438eb8b5fff06a600447246c889690640f5298,0
2e0b2c17ceffc2e4804da98f72a06016cb1c68db,0
d2b72a5b0366616d82724c334dc9cf0cd376ad8f,0
a24d506761a98d4e97be8aa9cdc48977d67fc3c9,0
9432403c25b0abf83945e87871fe594002f3e596,0
0672a47634619cc5e3653d7312e425f81ad1ce90,0
7c823dc5324c6f2377a85cb6707de7500f6cc203,0
c7cdbe25f5fd4c96b0718c287a9b99973b62a061,1
68c681723b93c29f7fb35736a30dba7858660132,0
9966066f1508087be263ce6d01fecebd59bad8c7,0
d2aeddd68132bca014f5a633a772e57a3b618053,1
75d3b58828c1eea3e4ad0470343128d806bb33c5,0
af39550aa90bf3333294213ebf8bef19189a7479,0
cdae1b020752eee6da48befa07dabcc584088664,0
f8feaecfdbd830b146a7785be6ecb04ad9c688a8,0
8a6d3138565e198f90a7afe5d2fa3481337b0ba9,0
56e3b7986ce6ad730086a09d1db828ce27d1fcfa,1
4f2759b0c8066dee9d673d61521b9a92883be8fb,0
39d396ae0a99dadadfe518c1b79a7cba55170307,0
8a6718fa1557e74b5cd9e6fc8acc3c929d7d0cbc,0
140fe7bcf227bfac3527f09a90055734c86089e1,0
2b8784f6f4244ef02a02520454291e7d53309ada,0
dd6f12b1828620447dfd34aa2c4512d432b6d49d,0
329d59f14378f576d23c2df5250f5cf5a3e20221,1
688476f189d17ed3656054c11ebeb437f2a8dafa,0
a76d41466a231c57e62eaacf1abc1988f2de4e63,0
20fdcf10501ed572c6cbd006edccbdfda7371463,0
f85b97a570f46a37f94a093a58b97c8cc94ff896,0
44628cc94fa2cf3e5c29740d9c4e5d9b4b42e378,0
ca2165fcabe4ba581f67b991ba0d1a4ad662f40c,0
a761d70741b06a5d41a0d5c0c0e94a75c34b4b88,0
256d5f98501ab606f279fb978624f677c075b8f3,1
3b73c46c35ca470da85e987b6efd16accf8c113b,0
b54388ca74dd03691fceb571d998181e6ce649f8,0
5fb70cdcfebbcb85bb65963d5b4545c07194f5f2,0
cb38bcba9e6ea691781198595b29cbcfcb81a332,0
f43b96caa17ad196d338734e1781669cb29b205c,0
ce412f23e2e1428fb5ea7e4cc2c9428ebd01d9a6,0
7c5b4ba263be3cb0ca5750f3e6fa2fa7ad9d2301,0
a8fc8665104a74175468aa3b6a8aa2baff3c69b9,1
61a0870f0b18625b3a4f12969f43f20a1e870875,0
e14fb7b2d636aa1b63c9cc76f9e26a975ff52518,0
3e37b1b4869328ac63abe300cd73debbb467a346,0
f6bdb9ab6a72df837e70e2383dbcb52da1cfc25f,0
7c69a03bbd5d95cf7497989b339390bb5a13673a,0
00c7fb9df68c51d0a784109f9945a66e9a558328,0
14dc9d00436cdacde4636734b508b3096076aea6,0
089f799e42f1c5783bbc177da6274e3747169ad8,0
9e040a9e13dec16b881f9d826b9a2527c7b7df78,0
31d973e6d02cdcbf2fd2ebba2a950158bdce847f,1
632ec15724ed43b573b6b940ca1f2caf1f49a5be,1
8323585cb76407b1674f40270423e43a84b63aeb,0
8d965879ce0e69ed9f80553e60542d5427c3a439,1
98e50cd56582fa5a9657f7a601a956a93ad2f2c4,1
c27794e54d598de9bb5f57121ca32bb2b71e39a0,0
6ae61f4a313ce366d904eda84f13506318027f5e,0
18b2afb50b281d6f37f3b0bcf7607546028fb134,0
f445e63feeafeeb369e8c4bf8a6748427c2c4147,0
ad7f48c2979544aaf07e1c035234a74da9da0287,0
cf6266f75129fd1fcf926407bd910843d7ccbec2,0
b26e28f27a950e6e0c1860c6926c6ce47705091c,0
a2a6e450a913f29cbaf217d7ec1619194bebe67d,1
65b5daf5ded11f005f796c25c5c2f53dc733fa72,0
aefb90b4dba79ecfb13f302796f43072bc019f6e,0
081e16e40b9a67fe5303b127ff8f826e9d571a34,0
02df2777ea2981448dcf7d474fa75b3762ad780c,0
34c3f965742519f83fc47794bda398eb7a614bc4,0
37aa80fe77063e76bc351b429a95530d9ff8d4f8,0
aa6cfc967ede18e7b2aa86cfde73ea9f60b252ea,0
3174496a803f0ae6516d5c66e348f6b9e13d088a,0
1e38d7c95d7770d97cafe26046175d5498115090,1
03662dba94560db7cba05ea10760b6076afbb37d,0
cb35666aebc4e2365c13c467d86e1425cd04609a,0
a6000b90c10b8913aa7f13b0fd049e0345bfaed6,0
cc87e6beadbc751c39094b0a329ef4bf8b34a9ee,1
03c444519d3909f5cd1fe99248e0707809d2f6b4,0
ad35bd5b22b91c9d81b128b8ae818c03084356a1,0
df924b797caa5babdd38d3cf15ef3c4806bc77b9,0
537f96c220a85388fdc74b855d5c7e65aaf5281b,0
15e06c8dcd09a28bd8db791fe56a31664210e328,0
29bcaa97fc3c2d1e037b490d35eaf7daced4a45b,1
056505b3b0d2a0b9b44a5632fb8a247f0a6da26d,0
0f6a6c3cfb29fae5ccec06ec83986e8312035e2a,0
75637dedb45df41adf068e7c010ee97d6c026e45,0
a330866d15646f434c96732adceed422e2155e9f,0
7dabc472b8cb5014d77eafefcc4568c411229847,0
de813ec106c62a321b953ea6a2a160a0c5dadf0e,0
4941458f5ba67f27584983ae87a33ea4d60cbfaf,0
df08f39b58835286e2c81626fbc75a3dfa722226,0
30d84d8460aa23120fefd5bfdf47f821ab7b8034,0
7a2ddd0400a5c103d44985412e5ab347526ab935,0
f4c099a37e33ec586ce6114799c6a929506b9f01,0
7cd0093969ef530bcbc6d1b3f83d992fbfc90c9d,0
0f65e1cca8f7758a0ab413c671e39059b0282a04,0
c3b2d828c2ceac41dbd81ba1cafa7c439025f6d3,0
bbcd7fb7bf2ce4f6746f85303f4232a29e24356a,0
84faa6151321f07ce0f4551d0bd6fec9adf08554,0
921ac7fede5d47706176aee24c791ee4696e4b43,0
1f2a05cc2ec7222a0e09b8de97e5858a71d1a5fb,0
b249b775cf8cfb2f1c9dc327e28ac12602321144,0
ab6f2f4d43cd6f6a576b6d2f29da7e3a7cc626f2,0
cc9475345915e08071ff8e939aa1ffe36f3c9795,0
3da1bca6a384276ca1d7bf2afb098e2bf78d9389,0
e8eed79d69286f6ed5ebe8c291bd6cb870121d23,0
6b3d23c5a43fc6b206bbb3a4736547b59603d339,0
b3eefb1403b432d51be995829379963b88998962,0
d3eb2453d03d36b321eae833507db3ec4f81eb96,0
c03c1a4761f43e2a8e93e15886d91e2174bad443,0
ab03d8cd8439dd8b336ab306503b568a3376aa29,1
f7c7f7f324bc5d715c64953248143f19ab7ffeeb,0
509ce566ff6e168c4706ec7e2e26ca9f2c80960c,0
e2d9ecaf18f413092bc1c9190259a9c58b5c9c5e,0
d99c2a1398cc6931df92e17db19d9442a4820250,0
98b966941c8c64d3e478ff462193eee722d5f01f,0
bac239cb2b7f7dc3d3c6149c0c566688a62b5a03,0
01167f25b10388c9baa22fff6b260151c3d79b04,0
ca296b09986422b904b1c284567a3df8ef08fc2d,0
14c2dc4f0194f129fe3e68d5ef70493bfe397fae,0
6345bb545828c0fc984159b875e2d61ecf908313,1
b93f9bae498cd0a60a5cedbe1557e94c115882aa,0
7073578d6bb8ca38a0b449942745354a430a8fce,0
316e43c0c16f4ccb97a5036ef4bb5f02af503356,0
d52997d786d4a2fe490b3bc61f0cc2cc52d995b1,0
bf6e32e3d59e1897bdddc446a89a3ceb66312d1f,0
b620f2262d1ead22b4b1ca6cd37aba52e4cf0d7f,0
d185206119fd2038366690ada706bbf795528cc3,0
486decfe32b50c78099937791501aed488de9e45,0
ad277e071beb9a9655bf9adc678275cfb1f70a21,0
b51bb667086dee355e5f41c38789d0d4dad90d35,1
7a12e17e5110905d965d5074e598efe4ed9557d0,0
1e58b9d0dcdea532ba783e2d5c6f57bdf19f076f,0
a06c7cf64ed1f0a9d427b14e4b5d9ee9d1883ca0,0
da31b61bad21dc65055d49fa62c396c8a85cfd4e,0
ed702adf8ce20803098cf44cac8833f772d4cddc,0
3e27a9194ea5d238602a99b6d361275131a47053,0
ac740818b02e40eb94db83e868b554f5b6b5692e,1
23abc30245fa422dd8c34a7640d32993bc7b89c9,0
15f022df2e74ae046ec840f2158fabd045e7d998,0
028f50f2e945d46d49a64be8f1e00284e9afdaab,1
6b43fd02322b488745dc32c245c7941adcfc81f3,0
4d9cea310edb15050d16af00748d9e7a6d354f07,0
be03a62033df0e339d1821dfacd3fe7d5ddbe3d8,0
d344281913d659d6ded325615b9c3ca2d12ddeea,0
889385ffaaf0546c697fb4cc03ded2084948f5cd,1
de402f805ec62af3291d71ac7f4b04fa5a910b4c,0
26ef02a2411aabcfdf6c7f4f1497427c997e9f36,0
0ebc148df68977165d8a935ce1eb8ec0e4bd8aa3,0
3dc2cfd58fc456253178709ddd310cbcbc6660e0,0
b4455efa99b4330cece053ee591607dc3967178b,0
357cca734c49d95442504e650ebfd36dbd95b0f7,0
75af709eec2814c1f319306a7d9cd0e42f43cdb9,0
7924defc9cd7aa7d704e32f2f6578c0258371a51,0
da311784c37fb0b8b0cf763e9fd5722fb4a4c686,0
36b3d26b6f6e2a7d0fb8ae20a73081a01ac607f8,0
75952d324f27223a6f72ef3eab422db19e81a666,1
3ebaa1d4eb1c6dfbe58b929e4c625a36ae5efda6,1
e4cd4b96ae472f11ea6ae66b4daae1b8c215906c,0
293c65274f178716924ffebec0d8d55c7bab2799,0
792b222992e5fdcb74f65ea27de7176d16e8bbea,0
c987ab170188a1f3793848d6136ced3c7a917bfe,0
dc39fc13826696e2b8826b6abf8324249e6cc7c6,0
b402df859652f1e5ed61442df850be2181295f16,1
0937d7470c89b10f6d4b321b5ead108179911b1b,0
b550a5c99bd3319641ca70ba6310c621e7620ac1,1
03a1660092245a8466360a11e388f9f7aa7eb9a5,0
84ff2e792aea170b04aa4201e8c21274b00baecb,1
d8acbeacb8b1436c075f32f990b36beabe32c84c,1
5ce5032db1b8bd39f226f6cd28b370cb352dde35,0
555a45349abe89129b586416a3a57c14f8f63d38,0
315f316dac849b05eafc742f0fb347734d2107b8,0
c76cc72921e1cad29abdd82cc1cb04c6fc9ecc5e,0
e24837edf6975aefc1f6233d6e9e80c154c45c99,1
e975029541e67cd4ad4d5ee6ed7857f623ddc34d,0
a0088765b94654572367520e46c06a6ba7e53135,0
379808ef36bfc5cb837d248946d743cd366dcffd,0
381e5ae8e9e1a6664134bee55a9035e538872ad6,0
4962eda0a5380e4e22d82047310fe8586bc33051,0
75683f7fe54cdf8e5e6fc3fb409767c7472c9b24,0
4c2dd05c6ca4a63098914d2ade91fcf9ca5b781c,0
3c1b29aecd3bc91b134dabb0aee9df021ccd9077,0
ac384362d7d335c5e8b1ff947148c4cb8f47beff,0
fd0190408e51a1761b46d1272a928348c8ff233a,1
07328831c84c99eae311462288b9557b56f1e355,0
2adbb6967bb14836e439e0549f76b313752a1574,0
44b701ad8a6fc3bab93ed55b6d83ff858b1e005f,0
f840c08fdeac3ac0f74d1dcb8273281575c03eac,0
ddd1998b8cc8d8c9d43470a6a9fe248f7b6e31da,0
f8175911c3eabc5f446e9ac7e267fd837c880495,0
f81e79731a9eb07830159ae3d6c56627ed4b2e3a,1
a6fd349f078feabb7aa3962fce3c138ce0354a30,0
c3a9888e35b6cbe2dda8c3181752a1472dbdd892,0
9dbcd8d488c85b6b4f60353391ffeac77bc39124,0
32c1cd6a041d48efc1abc4799a910e8025495f4f,1
6564ee8b25619455a6924ac0e6ed26d028d2142d,0
0fcbeb1cf6c02c765c54cea573d122d5bf0d1135,0
019225da0cb02cc2e4743b7e45d5711e9156fa8b,0
d1cbec73176447ce617dc234d4ecff03c92beb48,0
131286f89b2da4d2b39c6574790a100321328c88,1
71f42d43c9fb78162865a7275f4b9f8053fef4bc,0
f13ac6c5b7a0a3cb1adc6258f753c93382339bb4,0
3f9a4d6d3b627655ddfef435ea16784e3d8f6986,1
100ce7df8c4f0738cf564195e285d3605498c5be,1
ede26f8bfd9d3be61cbe7ab1acf8b58c1efda3f7,0
27aba3c9e7294bae01bcce7b81ef29a611e67303,0
f60bbafc64ab4ecd85c5ad6b4f3bd20915318f44,1
8fa4e9c56d4d53305eff9a886b3a56c8d5d5c332,1
384da4e69441cef5aced7d701b47bdc000e44949,1
370dc6f07f1ab8e98d45ebe49c58399c6448dfb3,0
ec0aa0b0968d9991bc47c47d7fe28d9cb10c1c1a,0
8d598b5315b74a864fd20c4a29c28a724ae0d700,1
3808f1a20cd6005aa0d4d9aae63ff79781945ad2,0
9d56c28f1d56bb1c2003b3c1df9ec886a8c65214,0
b7c0ab9c46eed8ee8ad34d69b06c5c440ff5fdcf,0
2df336f70a0a3db2c576566ac27e676f84e96e16,0
fca397c2896141e80f509c4439eb684d014d3e68,0
10f52e83890d24849b910ad88ddefd5d11197b13,1
49804c26319969583ee50af6c1b57316b5068f21,0
5fa9de6fc5baf16b6f51d7570317eee63bc7368e,0
c1632a0f75d9e41dcb017d26d24a4329c36d909a,0
4ed322286c8d4db75a3e137a1a7f9d7b8539555b,0
2b5df46834f8b43a4590b224b2bb98f8620effb8,1
a75330dbbd5942e5c0e61b1cf9df2794d520f191,0
4105e37a944bd459d469c38bb39fb6ea66c2fd91,0
8ee9dd43f57ae68be1bb0d81dd84617250f5f003,0
2882593e4c19e64e2e6a3d0ed391d74e6db678d0,0
db87633e1efbec531304668206e334b055e93f64,0
7b3d74adcaffada2e8141d79458a21703e3bca11,0
cf1ea8e47164309cc05e7098d5f180a536be3542,1
c343588937eee6216da2f5803346d0e3d775f064,0
bc6728d883536a9323fe5ff9c521d39c2f7e5bb3,0
bee87920a277f2b71d4010de3678c5104a0d196f,0
e145c454d0743d32b403f2fe799f0c8513a2d6a0,0
2682d6ab1d9e8a143e8d9d8641c29eda99fa93b7,0
2267c2478034e60080bee09a6ecaec041b4845d2,0
5916d038fa452553cab90dc78a22e8287d52a3b0,0
ae5e89dd0c16658201d5b3b9ab9277e73f0b5a89,0
d022efa3ffe001365ea7dc0ff9f260c75dfb1191,1
6b91f47342c70788f3462fd0c75b937be4e15c85,0
e68f4bcdf853639ec1a1f3c17e25fb89bc6c825e,0
0799a85a554f9218c0157d46175fe12b9f723e66,1
479812fdeb68995f2a470c030d18e3730f004a40,0
17ecda90d8a64eb7107f89ddb9b2a83558f2fec7,1
356eb160001e36f8057fbe14ff9953cd1c0c9eae,0
97dc381debb6b12dd4e8c377b823001b5885e61b,0
cb3ae7dc2860d9b709f27c8e3f972241fc3320e8,0
943ff76bb71d1f614e31dbcb67a9c055971b83af,0
32c71720e3e8ca089dca8dea917a8450584a988c,0
d5367ed041e7bccde316a842a412ae068fb028d6,0
e94c3db5866144c091c9fc8452974eddf40a1f35,0
b8af1a28993ffe125b73924aea976facd99ff8de,0
fe5b3922c349c96987f861fdbc22e216651bf88f,0
17820b260c60ac03006a0c79306ceaa634487a82,0
5f00e263d3141d72384e8f34a5cb91b08359039f,0
b58e055a4b81ce6568517b7d49f9608332c1e036,0
bea7e9119bcaa0cf4886228b238fe532cd3db365,0
ca40bfd513c08963fed418bcaa9e2edea88d39e5,0
9ffa7da0b3249e564df2e9c8836f7f2d01e4f8e3,0
ad288fbd898383615f6e6204d7e2806ef1a4aafd,0
a05eeb5f1b6d18c6913a22836226c18925d86cb9,0
f630bee1024d092a65d2d917bb713ee62cc03455,1
b011c1c501f8e8b0b0969133126bdf3046474a3a,0
e01c4c4ba1a596af2a49160ce9ddc69ca3aedb44,1
1d92829ba6f284fb1df6036dc779ad080cdacfd6,0
97442e1e06770acd98c10f886ab191762539368b,0
92206f4b8f91694a82fcb746402def289c4b07ec,0
9c92d1484d38016ac4400aba02c4f24299c80104,0
39621559cf8fbf9d78958fbc4cf8586f88e52c87,0
110db11ae749d4bc5489d99d492219ae966220be,0
20fab64e182b57056b27b59a35128207e974c7ef,0
a009bdcedf3d79badb1562eedad3d6efa6aaf824,0
5b7edb996cc333ee633119f8ee3b01bcaba61fee,0
1634632b9f0e5ac78c13bf4e4263c68c6b21845a,0
160d40237e2bf3c0388eb10665f505f29a31f176,0
4aedd16f71cd1188ffbc0e7dd6099636b4bb75c0,0
bca9c4f5bba5fae52323ff934fa4bcf7c84f4c48,0
cbf447acff084f2c21f3d4ca23596b4589e9c78b,0
5a7d2142b0f74e77da81811bc142caf443f4dc39,0
e17419045ee1048484a8eaba8dc10cbcaf633b47,0
3862da1c0f4e437dc5ef268f34e4ae37cc892690,1
9c72ee846e57df1b251109f366a427cf00d13be0,1
3bd7e25a2535ae036d0ed8d17513f3f05fee84ae,1
bd882ef581d055587b14846fe624717e450b9740,0
6f7ddd8cccc9bc7529ec3fb0cf9a12bcab022e8b,0
5580681512f1b8ba033fe61b6bdd4741872cade5,0
61a676ffd64d5061ed32d991a7fa347802816540,0
043b256b45dc01ccb0ccfd0e9af3f8099ae3ee36,0
1fabf88f07684eee7b359ca285eb4ac6e4849c6e,0
00e56845f01e48aeda498c15b4371d57c2ff58f1,0
4eb17f85e9ba576cee3bec15f7bb1ab6e7a66f72,0
12db8d391345d47bd87de9ae7d866f57c36469a2,0
a81b7f87ea9e090770556d2dae75d122a0661a45,0
ffbb6383a406b457a89bfec41b6a55cb036aeeda,0
dac6bbfb89fca95391e581d1498af0411e3f61c8,0
11b35dd41503cbef3ca9a7666de200b4090219bf,0
69b03f460a9c089cadc065440ab0346adb86d6df,0
77ad6edb393ac9ec94fede1d115b7c634cad3118,0
4aaffde5738d17fda4d09ce88aca0bffd8632b4f,1
d0df128173536615f95548c9f422c8de24f15c63,0
563d87ff8253982e7275d1d6c2351b6b3429f1c3,0
11d9a26f91ff887eaee59205242f9ffacb09de84,0
277d07a679b8ffefc2c416a5293aaaf095124c90,1
3f5df7eccf5079b35c34ec06fdcc2b703c1fce04,0
826654e8ba5a1076ad99d12d1dd9fa82013549e0,0
b968ec8272f8a355286e230e661e8b7b65a594f6,0
eccf95d0068fbdc82e2d026ac047268690a8f0c9,0
5bf259b836d0c00ec512df1cfded673226d22c82,0
dd6d1a63443bca3a6722c9edd1909cd28c10cba4,0
785e26189d2e4fa4fae60cd823e2b3366f965750,1
7f36093ececd9c7dfff79ebe5aadc8c41c2def11,0
e87cc64d6d1fef561a602e3ef49048a7089f752f,1
98f6812866902da54dde9e76906a63d5018d57b9,0
574405f8777568f31e8356623ee39eec709ade77,0
a5647e8487a1e93fac1f7401a6e1b5295b16c67a,0
f4e40ada33fb53a9a1836450e4ccf92ab03f9c9c,0
3a8f890319fc16870fd8241f92fe8a3fad0a5c7d,0
aad94cd897f00ecbf871b50dc9a5a2bfef2fee79,0
71470c5b54b4d1e17b84e86d367f2804de6403dd,0
238ee1d35e40e9c995f335b17a1a851e3924c0a6,0
78268ccbc7c900ca8a68a26e35b7b4f4322d835d,0
57634c933810b31c84f6af63269186c2775731c5,0
f9c04ba441393ea4e374effd82aeb477baceab26,0
15c1316ee305e061df5d3e21a9748d734edb02ae,1
e2a733ee98534f84f9f1e47326ce51b7bbfb2104,0
db14a84f17eb49557c9d64295a9f03eed2d3f11c,0
11e10623a14b000f963e3a531d75f9d47735fc33,0
ae2b43b81a8d7b694ee772899b327da6929e58f7,1
aca386f497ee8b016ea7a48d0b107faf4b19f224,1
2c054d9e03f5544c778a9e8df884b28e01384063,0
bf86710840110c5c1b2b7966b99f08789fd71844,0
013bf82c0999a986aaa81037afd55ddc817e2ebd,0
12fc49e156c800c768aba5edc1cad76e1f6b43b3,0
2f427a92df26ad210c91fe38cc08fd8ed4333d6e,0
73dc90567c6edd9bc8d3262c787ce1d578defc84,0
e6d81f62a2c15a5a5723ae46dff27dfcb8bb6b82,0
a9871144305a8d9e9ff3f5013989104d8186527c,0
65d38e6d7f954fe60c38fa42a335f91055885d2a,0
2a3cec46559da6481a0238b32f03e9d2068067f6,0
e4647a64d698f5b86fd5394e0573ef6b4cff118c,0
