NU_INSCRICAO,NU_NOTA_MT
5201a5f9e394334dc5fd4a496f8f50e6208d19e7,434.45
7e760b93b2a189673c81aff7015aca45b4f50f3e,493.54
eaa1a34e13b8a09212e41da38d9aeb156cdb67ec,-98.8
e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,462.03
04013eb3b9f5e047e3c384cbc124d6be434890c1,476.01
da0d4b43fd0c5896ab67944d72aa269aa842668e,600.38
27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,452.42
bf751d79db8096cf876ac75002003bf2a7da2035,399.74
6e85f5878fde0da41bcbdeb1050e561c334bc31f,-99.52
726af52ecc5309864376cfbb79843e4d9bc67eb0,517.2
cdad5bfc0354572880fa799d9a0af784137de4a0,-99.26
ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,491.0
9cb5797ed8f7ede425ba307f769774b42460774c,477.76
ac75c3f733f769455017ffdcf9b4ef75af3f853b,424.51
8c408798149631973f52a14f363b604349f3425d,560.0
b2994317d9802cb04c018f57f863aaa6fae7a2b7,-99.35
0f1c44bdb576aa13a22627c4415521e2a68398e9,-99.04
b04c28955fd0f07bf69fc01d69aed8d166814b31,408.02
8526e4bbbef79ed45f772a3cf3f872feca4b2c78,450.24
fa2603e1077c05493a48a74c6365a8d938b9bb58,465.8
0432abb93e94758393c78d674c53761c8e7547b2,395.59
49b0b691c0182295bc83ac4cc9d50a64a5848c0d,467.23
40e4c903604e672a031abf55a0e9d0be2499e19d,528.47
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,490.2
ae275ec587fa99cbc535a14b099e9a53418ad6f5,694.14
a40bcb038126e8fcc18613587d349c451b17495e,690.86
9b19bbaedd6ecaef988bef930c5793119b19dc00,428.32
62d3a19afc54c1410e6e771ea29b909f8796cdcc,-101.28
d20057efa140f475a2ab2abe27411b82e8da0e5e,-100.65
96e1a9ae54f3094c2837def24b35651fd65b7683,-102.13
3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,498.26
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,441.76
f97828327a4314a4678a907d32d289e43235a80f,-98.94
46ef075a91ce3096159d24ef137e502955a2e92a,429.84
525cdb6a9a5f67818cf00847195ba88f8fe91978,-100.22
0fd2ebb2cba41467a2f1f064879e27c14671db11,414.14
1a4a64788e42e62aebaf976e118e4312f271be20,596.12
53c0a7d0d86fd533212fc581cf32c5cccadc294a,-101.18
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,442.84
fb888df8e882e6c0d8422fbd16748fe087fba56a,-88.12
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,487.67
268cf78cf0732bf2305b70f7e0d213f9d4426fb9,-96.57
d920d310fa85f5d607cddd3f366d1fb4901372da,475.01
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,466.56
15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,-100.77
ba01e15e5a2f24d0dd9b724618655a329ad61213,448.22
dbeac2f05498472ec708163898309999efef03f2,414.49
31782322f561ad5f596f6ae148c8204fad23705f,-96.9
bfd9561d59f723b856dbcc1ce674e11bba238a99,-101.9
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,590.77
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,442.41
825b9a5eb0d8725082051b41e082aed01dc9be7e,457.49
67d77c90ad21e26bfc94677547f6910b01dc1d32,435.6
5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,-99.69
74271d115ce6ed32aa2aa834385200a606c62bce,431.7
6efd349903f7b391b6f920cc76de7b507258a8c9,405.09
e85ffa10d21d03b9b4e925b5808dde341be4a62e,-101.53
c0934de7b64b1ea909ce77c97580606e18936874,572.11
f81906feca10f1eeb5153e9f662a06040dc795c9,539.79
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,423.88
2ad02e38865830766bb87531dcb154852364eb39,500.01
e2a2e25e4621145f30dd816bb0524080d0d0fe6e,-97.46
f986cc713f62755c8e4e47a388f9775fe2f46b40,462.97
143481c553f2f07d71a7b02d4364cf716eb213c3,587.8
7c2c0ca131808098924fa3305efe67029c95e527,576.31
862074b9b6dcb5e90476279725b9d0aa991f1e86,397.68
a5873b09206a34e65ff84c5d12d27998701220b4,433.0
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,467.77
cd532929efcd6be773ba62fc83c631a77eb24e94,684.03
64a70bc39c408304ecb8e572765315a3896ff833,478.36
5573caf7f47589820461e64565f85c11bf9f122b,449.55
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,574.92
e7f989fad23aa525007003e7d1382ae56c9947f5,449.76
44b8f6f734d554fec0da2e60da8d27868798c802,429.66
ae0ce3518210a23804d30a83c92f5c2da6fe1382,-100.79
34d6082a74330b3f5bc565fc573674afaa03f661,801.66
d25c087f96c3997d6328b953d4a710d27ef5838a,545.71
0e916480daf872f3cfd63c9decda513616804b6a,-98.72
0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,-95.84
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,528.84
e447d3f2d58677fd267d7a03f501ef642a1d4e06,429.17
fbe1950b1a096572f21ea11345473fefcba6c84c,438.49
e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,-99.79
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,458.09
e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,-98.96
48bb95f95bf1597bd67366fb50610ada3df98863,444.25
51ae593280f360e68b5400abcbb0d37f1ecade71,794.36
beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,-97.87
d306f972ccb66cdd4b336af47af14e1bf8240cec,-99.7
8a1a696322f3f7e0861982fbca06cdbb039832d9,-98.13
6058199e6bda1e0af51a1186b65ff76d4fe4035c,513.89
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,420.81
31a4df5d818242efa0d50309c9bd5e503d3811fe,480.08
89c71043264315c4e0eea0f8775363a12dc82061,405.86
81d76646552b14b85adb5d258e5a135fd7ddb86a,444.33
33de6b4f2bd10a91eb624b8d76424b8264d29a8d,-102.16
b63eff83ebc02e1bc7a73477edda3b76a05571b6,-99.36
c4a3b96cff4393b06246604527f1a558ad8b66b3,484.93
dc284de80ad0db4a78bee253f995f0920e340cfa,-101.45
45eab0d008b4971810ca4b2d7b735916d9991a9a,643.42
982fd0566d5924b506fe1477fda3513984c4c702,523.52
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,517.43
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,433.04
dd6b231790b9a80f5d1d6ee8aa5796249f008d50,-105.04
8cadd025151167286941b7d4f113e0335e046bbb,650.37
412696b14eed4da0a81260862fbe1855d8fc75a1,-101.18
6629196865947bb489338e3fa1c9f0e56614ee72,450.7
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,417.83
bff7d200b32aa005540af908fb325a46ca9bb742,397.04
22a2734a900eec40dd32ef379894cfafe40c63c6,-100.85
edfe4f7961749b29d0bcb06933f1a8710846e116,-88.42
5d42040f9935aff1dabc32c4f5a578148138e1af,481.66
bd01964e27b0e530ca458b382b07493aeb48a2ef,427.22
6588cdc7aef843b1775104bc38017bb3f808c7bc,456.65
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,586.55
1d705b7b461dfd626645d5df319ab733c1c1ca73,464.31
106b58912414f794e754883865bf6e4cf68adfbc,515.36
308f5a51e95317261a7d66fa83feaf3504542cbe,-86.75
973c923e39db780e329a64c6049dc85d9be17978,431.35
19dd82f8d74cf3f076d24e9985dae14d95a9318a,-97.56
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,422.04
7f9879b40a268318e2a969e73156aa9df7a48c13,500.5
3060b85e8d3e20b11f4391e64c6f916cede388c5,-98.45
866d7784ed1380003929da44f965aef9339702f9,579.4
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,426.2
032ef02de121b7ab5f2ee4ffab719f464050f862,-100.64
68040110ffe6ecacbbff5e21086c8c416132a22c,-101.52
f66562b958e6349449b87fea0a01fab214f6ec8b,406.59
beefc7a89a2d9882e5983d80e356f8b7c23994f7,448.72
82d7709a8445664e93038482fbfee478e8a40273,555.31
e3929d32c498f8e45ae326017cf7c60308880d94,565.31
9da35674034a0a1373298436fdfb2f1d840a6da2,445.44
6d980e58439452168c46e569c5671e7820d0800b,-97.92
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,438.13
2f8e05c2d702db25093589b14295ab88abf009e0,-98.77
407861b22074fd4b864404e8ef0942947c9ec7d7,-96.69
d426e04457c4fc8b4068a7da6805a7ab8e07224d,432.77
70aa6679bdb9627324f6626534a7709cdcbdb0f8,-99.03
f5c04dc290d6706af8214800e25be19129dc9f7b,442.59
cd20ace0b8fb57cecb028764042f1c7851d39507,419.01
eb5f0ef501357740c2ac626bf1ce233475aa47af,493.35
0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,-101.91
383f9cdf1c3d46a2cd312345792cf74f15e4b746,524.23
c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,-96.91
fe23ba819708fa369addcf9e6dcc7657cab3a96a,456.56
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,647.14
c4e415962974bee4963519523194e05c3638dd39,-97.86
d50835b7ccba559c85daac789b52a4dd31e98eb9,-113.34
b0e8139fa43e8c764878dcd69f3548d74353d838,474.8
e023d054a9a69d221946660afd3b8cabfcd05230,-98.5
9284a89fdbdd88fe9877dad42e9984e7e2484e20,489.11
f4c4cee74ce9ede036564ef9b80aba39c768e126,393.09
b1b16d232ac65293996ef45fcac75a0fca3e7325,-86.47
b8fb9eb73a9f599896d49678bdab39e07479b2ba,422.78
c04b0546f83b9eb90d11ca7597181b9ef956a80a,-103.25
bee771ff249f080561ad1b67c3a0050a3ab89b32,483.36
b1cb99c8b63b442384c0af490ca27366e5a91489,-99.99
809ec35d37a181001a42e6340709505e78a2c577,439.69
67da0b704f0c6cc6037509ab516aaaf58fd950b0,479.54
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,436.25
4617bca8992d06315c5592eb69d2493ac7ddf543,-98.7
60290f6053f0e9a625bc9d2f699ca507e8985292,431.67
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,439.86
89d16717c0a898a0955477e778e309036aa6e584,-104.7
151d112bc6f05c1069b4b743f73f92a08826741e,-102.49
a90416a3b247048aaff99c5f2f88a45e2dc20046,-98.56
4dff8608a5941c894c2f71aae910da722b5b2b2d,381.48
67833093fd0fde740199378acf55c33de750736f,474.51
23c6b7ea47102c0ba28ac805a03304d515494ecd,536.87
685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8,-100.67
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,469.63
68b155dada9a40aafaaa7714e063a432dd8275d6,363.88
bd21086734939a7c2bc239854d12d7b8b2009fd6,-97.04
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,668.59
04df4468d9913083f7984969a8b2892f210b4193,411.69
cc2a0d12abf9b0917d668bec85e91fafddac7c45,479.89
3c5e07f1980f7cd16cd801e5f1b4f02825274201,-98.18
e9b1849607e9d8ab47b7fc39be369805313dda59,468.29
f4908c99ff49fb68410ac0d479e7def865dbff16,-99.39
4fd6d0176a158a7e6c0e74ab3b5559ffad569413,-96.37
8919315667eed33ef7df11b0dcfc40d6d69163b8,-99.31
0adec45c06749fe632ed2304c345b14418d15871,-100.01
95a22a438d6ae5aae37830d6a7fc74e75fc981af,401.53
27584421ac81833fb4ccf564a6fcdd4ac2b698be,548.54
e720fd525ae844a709b93fdb28f7914c48d8160d,485.67
24fa503c4c1225e71a37fe92b354c626e099cbb6,595.5
6af857c10637e8e60ee8723080d306cf45181a2f,637.01
4c8cc2e4ccbeb7ebe304ef51a89d671063a12b43,-98.47
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,451.57
fe61cad7894d78b02178a3eb5ec99ffdb5351160,-95.0
b47ef6a5c4acfbd675d3b3946bc23a9749703fdd,-99.03
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,484.17
3a9507cc35b592af5172dd8ebb28cc89827e3f68,411.6
132375a118767bda43cef7d17fb9ee7e3910fda6,-91.2
551f1885fa0f60bb05f612a39cafe53130ac961e,413.65
399626499b7dfe518b8a4a57b801dae132f325db,-98.29
cc3750ac71c85cc688659b3eb20dc112738eb623,760.51
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,391.2
9c87e30e40e82eba487a7fb0b594eb881db74389,440.32
dfa9e94c4a431aff8ee89b047cc66d0c7e44988b,-102.5
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,454.15
f3931aca05bc6c99fe0c03619fc54098c0c515ef,-101.75
16f6526457cc7d849c2a9829efa0e021c78353f0,431.35
74b0cbfbe74747c9780b564db3e624d3c19878a2,439.56
fc67a6d22a9d1beadaf42cd714789d5749800b19,434.85
d0c7acbad13d292e637f23633da232e29186e20c,455.95
b921a4ac834cc1109c06e7c1de9439c0daf16e06,572.66
e31ee5529458da77ca3239ca06f64465e737e454,386.24
7ca31b15ef53fe8e730b6e8ee804a78d8f823b4d,-101.66
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,486.63
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,510.25
b095a86f58a41adaf4197caac4b38de0a96a4058,-101.52
05a25962f9f30d8544842ec3d79244e99d11017b,689.17
458f801c533d802e3655e9bbced52ee22826f197,461.21
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,437.81
293ffd1359a352518d31928214161b644128851e,578.8
95068b8d72613d8b51b22243060dd50a498e4dbf,474.51
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,427.19
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,421.68
758e005c28f680380e79d7935f29ce42c3b49dfe,522.98
881348d182c96239cf7f78a13cefa5adb47fb752,-99.55
e3fa80e14d38fffa4d278d65edd2c32b24019a9d,476.89
88bf2ee39f502979c06148c8ed9ad29b2df033a0,-96.92
52a23c1eb5ea201859a91a6cb70114032878f7da,457.86
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,516.83
7361dcd9f215eaa06f5ebb15438e19a7113cee0a,-99.38
6dccb96a95dd55aeed519fcfaf84d26493df68fe,-100.32
ec12ea01cda3dcf0c6271ea7140c656f4774264b,401.2
14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,508.2
c62671ce23840752f47d376866a2f2e0bb5a8248,-99.67
131010225a14ea18fa1748a59efd6413fc0eb338,473.73
a2b095e8fed2a3edb2a751b5e1e71336757e278d,518.43
766e70bac5c7e88381749ba3f140e03132b0858e,453.18
92f75ecf86b6e027c977162cc4297db8d280b2be,491.11
a2b2a641336472d368c2c4b2253e9455fd58d688,-99.84
a3af6be26868494212d438ddc80ba11e55d7261c,527.96
a9442d2d488ad2b163e4b3b0904c5199ce2e6547,-99.81
822f4e8f415d032b8f75c14aabc5dda8f2c9b352,-99.4
defb13732108dd8d257e70b84e439d9020576209,494.18
44da0e8cd06e7ef15f8276bdf5a7ddd2af3c2bf4,-100.99
8120c2970d5087725caa5d3d87fcfb24155d181b,444.98
b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,572.05
95ced045710caddbab17dd0552eed9f15d76b4b8,585.25
629fba23b8937cd3f4ae214255cc9b01b601dc9d,-93.56
17cafdecd37633480065ba97838ed940156e0a07,499.28
6c0dfc8194ddb5a42d67afaa87a147a3d8fd0280,-100.87
39342260b5d0b77e66491fa443ba490d843c00f9,-102.47
95dbcd144e591c2694acc9bc942726784469d0f8,-101.73
5f553236d725160fdbff443604199b293f1f44ce,467.28
869b7dfefe247dfa859db744c33c2678411dd945,493.26
4f718d14fd2f4506b47f244ff6ba9989cf256207,-101.96
c910640a6e6c25b259dfcc4990f2899245e988ca,467.76
c9210ff822feac437edffb18dda200a8f3ea1a59,433.26
e18348afecf00cc3d88f3ba48351ce1843f220a0,435.82
5954217e13179b6043acc782e102668a2612a8e4,497.43
503bbd27536b36d78fcc9d01270dc1561b6b3c5e,425.71
1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,529.22
ecc5e4f34e3b99b1b80f9e38a37b98a6e5d6a547,-99.79
1b9c7df10bd386010ef382f8b2e1d7bf6b926a8a,-100.94
1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,457.57
a7275f430267de859f35ff4b68e4a276e5be7279,439.17
5d8539ebe86a27c576d5f46bcba6ba71031a0143,-96.91
b6a3a8134c6800d7c966237626e820f8e4a0ceb8,460.08
870a45c11058f7dfab6d067039447ce546c208b4,-95.37
f9c8ad4b150124d24c41211c5292ccc2c16e68e7,437.08
812dad3abf68e537e7a5f58627c83daea4375233,467.49
03d57928e7232e9c4ec2bbcd08b78d6848d77ff2,-98.26
8b9fea02641babf2396079c6edfed9abb45117bf,426.46
b1cfb0fc5ea5e6e324f01264006ddf38c478a9e4,-101.36
d8788a6c3e384b392b77f519451fed79c34453a2,660.51
1e6d53083bfb60a532c211edc06a3b3122eaa340,448.2
67c6e2c1d6737147e2585acdaad8d38d14c09c4f,-93.43
1db27ec90efad017f1e8e8998389d75f98149663,425.15
ee22b8c134e9178600d57236685e0822b2034601,668.31
b03c5ebab160571176fd665bad3b559d23d28f4d,606.49
018c21da2ea1df6cc5d00ce480c48672c234ddb5,536.64
5a71e57629eb2d9b1281fa0acf78fc410f82233a,418.79
63add5acaf261ef36ff419c5cf3301d8b1a91b06,443.63
5b7f5fb34de0f846635830319871e2bdd06857b1,483.69
e074b29573906c0b39248900a4d73df3a44cb72f,459.86
b531258b394067bfd55762aecedc84154e145dbd,-97.04
5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,443.42
6581d33040854c49896098641bd48cca28d0bfb1,431.22
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,545.08
07333b87f6d8b5cf5c7022761b649115d184b038,-98.28
9f92a391a271d11a1530427da3a2cfec21c57679,-98.71
e5129f4e0fead85906b2b0ef48b253420c85060e,437.93
e6a92b275fb840ad324abb74e09a4d3517e7785a,-105.88
64a758225c8fee36cfc6a33f8ce52435bee3f22b,584.04
7866c1a752ede108330f59479ba22bbe27e24959,433.15
e2d2423c2aa3c3191363bccba383a85740b6003a,491.57
e26a4055e714830a051bbd4118cb4e10cfe613f9,373.26
a2a35215a2bacc65b551efa3a17f34c5566ba27b,421.82
9e53b4840e7a00693adbb1eb46654e76c8309a61,438.14
ed93af2a0aa97c2b5e891d2ffec52090d447b8d4,-100.17
4665254e0bacb0ecb8a006903b69fa80b51490d5,425.99
64a6357ce0328ec2be2d70104169f3b044bc3e98,-99.24
166fb0fa70c428f172f3fcb85eddff4b3ca33545,527.86
b7e544c21d1ff99ef7b6d78a86b325c0645c9160,-102.12
766c88ba88b04bd663ed05616d542db453b12cd5,-100.72
16ba4511e82380eebd8917142d36a7f2ca28afd9,396.96
d03bea3b98a10800cf21885099655d78156b34c9,-99.87
cf8eb8667a6230dc65850cccf3a1abf21ba8391a,-97.4
b9ceb5058547f7ba48f2fc6323c2dad311e83349,-96.06
1605b2665d898bf88f2d12046ffc219fc98011dd,-100.63
3e934aed492c97df7bdd037b918beb8dcd3e0cb3,401.57
2b40888cb9a0fa0aca9642febd79836b4a71723b,-102.04
3783d0f562e9914300b98214cbf59c47df628116,476.76
6259df3d2eb137841e632a56f2f7cca3e3ff4172,434.96
89b4c8805837e713f9a730c673c222d2fe78bd69,449.24
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,615.98
4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,396.37
c90b14063cc4b109019cacd40eba1359439a23a8,423.65
ae4b34c351e6200ec8d84d3b0681e0789dfa1acd,-102.12
49412082f17170a1b1a7a0f4811fc3f84cab68d7,445.27
9f8d3b5c8003823b00814d8650478f4a4123310e,530.33
8e56d9484341a1aa78b2e5aa5fcd3983f3f2bcdd,-99.78
973f904d79c6d3556de58dd6a26972c4d1f519ac,440.87
f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,561.27
236ccca2305d258085cfccd31359d025e8c2ef03,415.84
6e6e61a418676943dab9187c8c0a7c7608796ef3,-97.14
00a65504314fd5a7c062943e9b5f2a282c43c96b,-104.09
35c68cb7b68131dd4395dbaaceafc098adb26efe,514.98
72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,468.53
39f3b003b013995457d88d0f976e589375ea381c,653.1
be2efc5d7aac68e406e259efd6a1383b0535d030,480.0
05654f1872402567f29cb0dbd2b6a67ca962ba20,435.71
01ef84ddbd815b848e2791e31d1e1fb530af0800,482.81
c617565d917710c71fc918bbd53a980d54c98b01,-97.21
0347f75702f7a58defa7830fd2160be814ee63d7,425.27
e9f4a7e0f743c19594d064f493acc7da5705cb97,500.11
cbc361742d9f5471b72c408c86a163a3a0babdde,386.19
51a5c6236ca8dc5f31f3a163b32f27117200f21d,-100.11
1d2002450bef0d038cfff583a8a45c1152adff4f,514.62
4028ff6efc6f00b3024a6e07394d97b5d05f52d4,446.75
b935e46f14ef9cabe4855d768f80a882afc5bbf3,492.22
dd89be9611dd1e70f883c325c3de4bfd4beddd54,606.56
7a6f4434324d90047db1434d2218b125200749d1,530.93
1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,481.07
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,623.29
b87878311a2b2974047b44213c352effc62b8ba2,-99.52
53758d4e489f33ad1709258781c0db4fab9b5803,482.36
f9cd9be6a34c973e4e837fcfc8da5343b0e6d475,-100.33
4d1782421e1635415765058a400cbf70e2efc504,548.86
8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,457.1
79a6eeecf9786ed8a4c097c4eeb0ea5947796552,-98.4
09985e3d85e82b3a084a6854d96f6eaaab8d8273,460.21
16d75e63608ef1837ee0170830e58cb7d368a3a0,-99.79
52e6e0e10f90361c2ff44016e514330a60be586e,425.34
4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,451.39
4496d0d42a729a789643e669e0f73b068777f1d7,512.84
0e62088a0bd61cefe0756a63c5af7132651e9eea,397.77
cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,394.57
d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,414.94
c16dc22c158d28ef77c69463309bd08d7c5b6736,452.48
62f07fb05c1335d56823a296968f0052ef393852,556.23
c921879f4f48c0cc5ba092b03e62973976c85a17,418.01
47dcb66bc3da745b5b5998bcf2a5a8e2b228d3d3,-99.45
f9503cf91610c5dee9a59c9e20c3b147db7b8f31,602.61
fee103a972b59d0ccba0feb8675a40a245112360,415.45
49aafbfd3dc45435f5e1755a2e0723967d683a6c,624.36
cb4d8a04111bde60ff9e4f196f92717262918824,-97.0
7c3a4910d03e83a50d81e96e6707d17f85205a9d,-98.18
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,481.49
65b711ff6055c05fb83d01e46da49803d9dab58f,501.96
a6edeceb9d45fdd9f131984206250b116b0b94db,530.96
6cef00b0aa918bae22743dc4934c2d853e005135,-100.97
a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,424.92
0f73a216f0e2a2af8814d6faa530648df17cfe37,537.3
eca7b9fb647b11d556338ead147b829adeaee4b5,415.39
44881e8cfb00fdf360956e521c2250fba8d09d44,-98.96
e5c708d08a060f7451495235140f8ed5fc6c65e2,-101.73
9d86872c99e4afc37f1c6b01357a3128f947cd87,504.48
34e428fff9d5931c622b15ee18951f781dbc571b,477.06
6b10ac235069fa3fa257149b095e113710721781,427.46
6dd3df00297de5fc127deb03d1cb76ab9385d496,437.46
f578deabf3afe98992b136729474b1ed461bd6a3,625.68
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,727.7
7271ee9d0c25df94c37e8b50b63d8cc893127247,-101.87
e1526ef25f838eeb588fa4f3df0cc514376901e0,423.93
f2b7d6d8635b65fb4730a3860998148f83cbf92a,400.75
05fb2b3c3cb1085375bf04a0c773f1de17a9a939,458.24
9943ea95b914e7b37549437fb292ce9608f10d41,463.85
7d93473c5e877b59586deaaf559da053dbc9a7bc,518.78
e65ba317385a51e76379f53a718b43678d468a17,503.82
cb8a7c0c876d287354b99b4480e0c5fe360583b7,412.81
259303751b8f314105e5889e30e02c3c1a887c5a,510.06
aa701809f8f15da8064b7426a090ac6911849179,-97.38
62121076b2a2fc75f121ebb3d01af8a0f7b791be,434.77
c80f7b579f91b8d02382fe242062f2d75f271bb0,459.76
901027c8d499d895e0022de833e1a05800e0dff9,483.06
e63c018e3539baa1a5480a84bc7d83d5dd428c18,445.14
e528dded38c29bfa162f96d188ac46608a61695d,-98.93
07c8954960c4774f911f34fc6ed6ecc80c418b3a,757.72
9e2062dc6d250c372a5bb85c607d0db2d0af88c6,-97.88
addaffc4a499dbafbd55194706f75a50c1359f20,424.5
516d042816262622b22ebecf129efc7b4869b0b1,-96.67
d8d0b37b552dbfb590ffe86600f0b8ea379039ba,520.21
6aba74ebcbbdb7b9f2a4483adeb769de06403004,488.27
d3380c010e39f08a398b07639fe9f091f9d6ebad,475.43
3245e67245c8ca0c162e45db30153c4a3870b113,489.01
a6974a55b57dc4b4470715e8730c7a97bd6a91e7,-89.79
37b44770511dcfd53cb5b84729e675c0052bec0e,505.49
ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9,456.6
a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc,435.3
215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a,518.21
b64011aecd45ea9d1b33de793e4cda3fce49bd3f,430.43
526bee426ddf585c34ca727fe5fa3e4d51311317,-100.23
27efa149460fd0952df3acd2b9b552baf5fc5dda,460.77
3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,617.4
c5501d10debc09cd5ddbf04f39e1cb01334a14b1,438.04
3dfa7872aa3b128de6e8c5ff5d59b094bcf11834,478.99
0654c8263516d72be6891a0ecca904f41c4d10b1,535.18
69a4a6042373b49e3abeb16903d90be32f41ed26,446.04
616bbfe0981ef042ee18789c4f274cd4313e978f,-100.82
13e63a71fb77662ab84453e0c0b0719e52042682,-95.07
35e66128c079d902484cba327f1d99d9a50f8e70,397.69
24507171dec4cee2f64c8819f2f0c33882138078,539.71
2b4d8064f7e475bc6707f0eb0a5935d7b16e6a2e,-100.73
425b9425691ab3a12a19eb8553e6a66340827e6f,658.01
331cfb9e53861cd1304a66385b1f91bd844f9ae7,467.78
7d20da9fad6951e92128cb96ed65c0274725564c,393.22
35736d0db390f11f2655ecbdf2f4e0f95913c013,421.5
b4e3a0b877e12f70ec2fd814a664e3830107615c,476.84
4ce2bbeeebe7044e1085e40b09f13f2586e6ab2f,-99.1
2731e963b8636970cb7ab6505e6c434bd4577968,-101.47
cf61d7396561b36044ea119b74c7ea1cc1083895,446.13
5a8c458e9e19e15a59f06d7a86abae6207652e1b,441.22
aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f,473.37
ab91fb38c1472e50f726f6564b128125105c423c,422.93
81460d227c47eafc9ef1542412d5975501b3bbbc,-95.95
fe6f686f595cce82b0e423d735d93376e1078970,485.44
ca929d2fce6afa19a2a44d7324f59b5571504a56,453.11
355146e8b44a5170d6be887d4a885381389a88c2,518.98
b307abb62bc1660ab857080595abca38e67569a5,433.01
00b5f0e8ee64e0b62488691eef2331727aa5a2ce,367.07
daca5f01d4227d57dc02b533dac9aadee17d874a,397.91
418d7059d5266d440e6e6d952d1091955e8e096a,817.98
df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,627.44
dd447295c26e3052ce702deef90b85b2c95cc24c,-97.89
7cfc0106adedbc2997d97ba062c2d73a315735e9,541.5
0968f25447365f5338e2183ff45e60ac1cbc662b,485.32
352f7e965d3694a027f36157e9096a91636b8d77,-92.84
d8acc0be832ecf8ef434e08cdc77b83811c0a290,-98.52
